SampleID	Tissue	Genotype	Treatment	Replicate	MergeID	paired	spots	avgLength
SRR1567893	aleurone	WT	nkd	1	m01	TRUE	57477603	100
SRR1567894	aleurone	WT	nkd	2	m01	TRUE	13513122	100
SRR1567895	aleurone	WT	nkd	3	m01	TRUE	69339471	100
SRR1567896	aleurone	nkd	nkd	1	m02	TRUE	39467467	100
SRR1567897	aleurone	nkd	nkd	2	m02	TRUE	62078569	100
SRR1567898	aleurone	nkd	nkd	3	m02	TRUE	53389819	100
SRR1567899	endosperm	WT	nkd	1	m03	TRUE	52031092	100
SRR1567900	endosperm	WT	nkd	2	m03	TRUE	66113263	100
SRR1567901	endosperm	WT	nkd	3	m03	TRUE	27952849	100
SRR1567902	endosperm	nkd	nkd	1	m04	TRUE	30376797	100
SRR1567903	endosperm	nkd	nkd	2	m04	TRUE	42149448	100
SRR1567904	endosperm	nkd	nkd	3	m04	TRUE	55398806	100
SRR1573504	blade	WT	liguleless	1	m05	TRUE	63977333	200
SRR1573505	blade	WT	liguleless	2	m05	TRUE	29211801	200
SRR1573506	blade	WT	liguleless	3	m05	TRUE	29382758	200
SRR1573507	ligule	WT	liguleless	1	m06	TRUE	49014948	200
SRR1573508	ligule	WT	liguleless	2	m06	TRUE	25041155	200
SRR1573509	ligule	WT	liguleless	3	m06	TRUE	64064340	200
SRR1573510	sheath	WT	liguleless	1	m07	TRUE	20690979	200
SRR1573511	sheath	WT	liguleless	2	m07	TRUE	21464235	200
SRR1573512	sheath	WT	liguleless	3	m07	TRUE	14178336	200
SRR1573513	primordia	WT	liguleless	1	m08	TRUE	42029948	202
SRR1573514	primordia	WT	liguleless	2	m08	TRUE	20089168	202
SRR1573515	primordia	WT	liguleless	3	m08	TRUE	32186310	202
SRR1573516	primordia	lg1	liguleless	1	m09	TRUE	24548838	202
SRR1573517	primordia	lg1	liguleless	2	m09	TRUE	19842178	202
SRR1573518	primordia	lg1	liguleless	3	m09	TRUE	50617400	202
SRR1573519	L1_blade	WT	liguleless	1	m10	TRUE	40182222	202
SRR1573520	L1_blade	WT	liguleless	2	m10	TRUE	14492909	202
SRR1573521	L1_blade	WT	liguleless	3	m10	TRUE	18869666	202
SRR1573522	L1_ligule	WT	liguleless	1	m11	TRUE	14809832	202
SRR1573523	L1_ligule	WT	liguleless	2	m11	TRUE	4724584	202
SRR1573524	L1_ligule	WT	liguleless	3	m11	TRUE	28224925	202
SRR1573525	L1_sheath	WT	liguleless	1	m12	TRUE	7951683	202
SRR1573526	L1_sheath	WT	liguleless	2	m12	TRUE	22979235	202
SRR1573527	L1_sheath	WT	liguleless	3	m12	TRUE	14169987	202
SRR1588568	endosperm	o2	o2_b	1	m13	FALSE	5581697	96.2125575788152
SRR1588569	endosperm	WT	o2_b	1	m14	FALSE	6244561	96.9589051976592
SRR1594027	ear	WT	fea4	1	m15	TRUE	31928082	202
SRR1594028	ear	WT	fea4	2	m15	TRUE	28222249	202
SRR1594029	ear	WT	fea4	3	m15	TRUE	36565833	202
SRR1594030	ear	fea4	fea4	1	m16	TRUE	13617690	202
SRR1594031	ear	fea4	fea4	2	m16	TRUE	31164572	202
SRR1594032	ear	fea4	fea4	3	m16	TRUE	44104021	202
