SampleID	Tissue	Genotype	Treatment	Replicate	paired
SRR908214	kernel	150		1	TRUE
SRR908215	kernel	177		1	TRUE
SRR909970	kernel	238		1	TRUE
SRR909971	kernel	268		1	TRUE
SRR909972	kernel	647		1	TRUE
SRR909999	kernel	1462		1	TRUE
SRR910000	kernel	4019		1	TRUE
SRR910001	kernel	5213		1	TRUE
SRR910025	kernel	5237		1	TRUE
SRR910026	kernel	7327		1	TRUE
SRR910045	kernel	7381		1	TRUE
SRR910046	kernel	8902		1	TRUE
SRR910047	kernel	9642		1	TRUE
SRR910048	kernel	81162		1	TRUE
SRR910049	kernel	526018		1	TRUE
SRR910110	kernel	05W002		1	TRUE
SRR910111	kernel	05WN230		1	TRUE
SRR910116	kernel	07KS4		1	TRUE
SRR910117	kernel	18-599		1	TRUE
SRR910118	kernel	303WX		1	TRUE
SRR910177	kernel	4F1		1	TRUE
SRR910178	kernel	7884-4HT		1	TRUE
SRR910179	kernel	835A		1	TRUE
SRR910180	kernel	835B		1	TRUE
SRR910181	kernel	975-12		1	TRUE
SRR910202	kernel	B11		1	TRUE
SRR910203	kernel	B110		1	TRUE
SRR910204	kernel	B111		1	TRUE
SRR910228	kernel	B113		1	TRUE
SRR910229	kernel	B114		1	TRUE
SRR910230	kernel	B151		1	TRUE
SRR910231	kernel	B73		1	TRUE
SRR910233	kernel	B77		1	TRUE
SRR910293	kernel	BS16		1	TRUE
SRR910294	kernel	BY4839		1	TRUE
SRR910295	kernel	BY4944		1	TRUE
SRR910296	kernel	BY4960		1	TRUE
SRR910317	kernel	BY804		1	TRUE
SRR910318	kernel	BY807		1	TRUE
SRR910319	kernel	BY809		1	TRUE
SRR910336	kernel	BY813		1	TRUE
SRR910338	kernel	BY815		1	TRUE
SRR910357	kernel	BY855		1	TRUE
SRR910387	kernel	BZN		1	TRUE
SRR910389	kernel	CA47		1	TRUE
SRR910390	kernel	CHANG3		1	TRUE
SRR910392	kernel	CHENG698		1	TRUE
SRR910414	kernel	CHUAN48-2		1	TRUE
SRR910417	kernel	CI7		1	TRUE
SRR910500	kernel	CIMBL1		1	TRUE
SRR910501	kernel	CIMBL10		1	TRUE
SRR910584	kernel	CIMBL100		1	TRUE
SRR910585	kernel	CIMBL101		1	TRUE
SRR910586	kernel	CIMBL102		1	TRUE
SRR910645	kernel	CIMBL105		1	TRUE
SRR910646	kernel	CIMBL106		1	TRUE
SRR910647	kernel	CIMBL108		1	TRUE
SRR910648	kernel	CIMBL109		1	TRUE
SRR910713	kernel	CIMBL11		1	TRUE
SRR910732	kernel	CIMBL111		1	TRUE
SRR910733	kernel	CML470		1	TRUE
SRR910734	kernel	CIMBL113		1	TRUE
SRR910755	kernel	CML479		1	TRUE
SRR910756	kernel	CIMBL114		1	TRUE
SRR910757	kernel	CML480		1	TRUE
SRR910758	kernel	CML486		1	TRUE
SRR910782	kernel	CML493		1	TRUE
SRR910783	kernel	CML496		1	TRUE
SRR910784	kernel	CIMBL115		1	TRUE
SRR910785	kernel	CIMBL116		1	TRUE
SRR910786	kernel	CML50		1	TRUE
SRR910810	kernel	CIMBL119		1	TRUE
SRR910811	kernel	CML69		1	TRUE
SRR910816	kernel	CIMBL12		1	TRUE
SRR910817	kernel	D863F		1	TRUE
SRR910818	kernel	CIMBL120		1	TRUE
SRR910819	kernel	DAN3130		1	TRUE
SRR910843	kernel	CIMBL121		1	TRUE
SRR910844	kernel	DAN340		1	TRUE
SRR910846	kernel	CIMBL122		1	TRUE
SRR910847	kernel	DAN360		1	TRUE
SRR910848	kernel	CIMBL123		1	TRUE
SRR910869	kernel	DAN4245		1	TRUE
SRR910870	kernel	CIMBL124		1	TRUE
SRR910871	kernel	DAN599		1	TRUE
SRR910872	kernel	CIMBL125		1	TRUE
SRR910873	kernel	CIMBL127		1	TRUE
SRR910874	kernel	DH3732		1	TRUE
SRR910898	kernel	CIMBL129		1	TRUE
SRR910899	kernel	DONG237		1	TRUE
SRR910900	kernel	CIMBL13		1	TRUE
SRR910901	kernel	DONG46		1	TRUE
SRR910902	kernel	CIMBL133		1	TRUE
SRR910908	kernel	CIMBL137		1	TRUE
SRR910909	kernel	EN25		1	TRUE
SRR910910	kernel	CIMBL139		1	TRUE
SRR910911	kernel	ES40		1	TRUE
SRR910912	kernel	CIMBL140		1	TRUE
SRR910971	kernel	FCD0602		1	TRUE
SRR910972	kernel	CIMBL141		1	TRUE
SRR910973	kernel	GEMS1		1	TRUE
SRR911136	kernel	GEMS10		1	TRUE
SRR911157	kernel	GEMS11		1	TRUE
