Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR765529,2015-07-22 17:06:33,2015-08-30 19:23:11,19525760,3905152000,19525760,200,2334,,https://sra-download.ncbi.nlm.nih.gov/traces/sra33/SRR/000747/SRR765529,SRX243336,,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,SRP018753,PRJNA189400,2,189400,SRS395215,SAMN01921562,simple,381124,Zea mays subsp. mays,PAN404,,,,,,,no,,,,,MSU-BUELL,SRA066610,,public,0B13FCFAEAD8139EF9EC046872214EA5,202CCCF00C17B236D73A9966E796A531
SRR765530,2015-07-22 17:06:51,2015-08-30 19:20:56,10548901,2109780200,10548901,200,1310,,https://sra-download.ncbi.nlm.nih.gov/traces/sra33/SRR/000747/SRR765530,SRX243337,,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,SRP018753,PRJNA189400,2,189400,SRS395216,SAMN01921563,simple,381124,Zea mays subsp. mays,PAN405,,,,,,,no,,,,,MSU-BUELL,SRA066610,,public,ECE4C3B33D7D4B20DFB205CC6F7B05A2,74E6D873D99C3139B21EF6BD964B485C
SRR765531,2015-07-22 17:06:51,2015-08-30 19:21:08,10684207,2136841400,10684207,200,1348,,https://sra-download.ncbi.nlm.nih.gov/traces/sra33/SRR/000747/SRR765531,SRX243338,,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,SRP018753,PRJNA189400,2,189400,SRS395217,SAMN01921564,simple,381124,Zea mays subsp. mays,PAN406,,,,,,,no,,,,,MSU-BUELL,SRA066610,,public,1FDDF90B374FBC6723185D48A998A890,FB1C0B228D45E2A07322967AB710980B
SRR765532,2015-07-22 17:06:51,2015-08-30 19:20:28,10903128,2180625600,10903128,200,1376,,https://sra-download.ncbi.nlm.nih.gov/traces/sra33/SRR/000747/SRR765532,SRX243339,,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,SRP018753,PRJNA189400,2,189400,SRS395218,SAMN01921565,simple,381124,Zea mays subsp. mays,PAN407,,,,,,,no,,,,,MSU-BUELL,SRA066610,,public,EC628EE09DAAA8D08047C8F2474D8AF3,805FB1578CBAC6625D42FE585BE84769
SRR765533,2015-07-22 17:06:51,2015-08-30 19:21:04,15650624,3130124800,15650624,200,1969,,https://sra-download.ncbi.nlm.nih.gov/traces/sra33/SRR/000747/SRR765533,SRX243340,,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,SRP018753,PRJNA189400,2,189400,SRS395219,SAMN01921566,simple,381124,Zea mays subsp. mays,PAN408,,,,,,,no,,,,,MSU-BUELL,SRA066610,,public,CEA404EB5B078011837F1B107DDBE21F,198CC909D9E8E09D0BD388BE6FC5D549
SRR765534,2015-07-22 17:06:33,2015-08-30 19:19:10,9097112,1819422400,9097112,200,1110,,https://sra-download.ncbi.nlm.nih.gov/traces/sra33/SRR/000747/SRR765534,SRX243341,,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,SRP018753,PRJNA189400,2,189400,SRS395220,SAMN01921567,simple,381124,Zea mays subsp. mays,PAN409,,,,,,,no,,,,,MSU-BUELL,SRA066610,,public,1B177B83DEE49464000E30740E4E5DB2,21034262DA0CF8388B1670FAA30BD5DD
SRR765535,2015-07-22 17:06:51,2015-08-30 19:21:36,9830348,1966069600,9830348,200,1200,,https://sra-download.ncbi.nlm.nih.gov/traces/sra33/SRR/000747/SRR765535,SRX243342,,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,SRP018753,PRJNA189400,2,189400,SRS395221,SAMN01921568,simple,381124,Zea mays subsp. mays,PAN410,,,,,,,no,,,,,MSU-BUELL,SRA066610,,public,3E20847A255411F01DF3494FBFFDDAE3,CEF29DACBEE85034229D083BF6392EED
SRR765536,2015-07-22 17:06:33,2015-08-30 19:18:29,7333945,1466789000,7333945,200,898,,https://sra-download.ncbi.nlm.nih.gov/traces/sra33/SRR/000747/SRR765536,SRX243343,,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,SRP018753,PRJNA189400,2,189400,SRS395222,SAMN01921569,simple,381124,Zea mays subsp. mays,PAN411,,,,,,,no,,,,,MSU-BUELL,SRA066610,,public,0C06EE36161CF70A7C75060E3FCF68E0,69BDDF891D80AB95A76A00A0CB42C6BD
SRR765537,2015-07-22 17:06:40,2015-08-30 19:18:20,8068153,1613630600,8068153,200,1000,,https://sra-download.ncbi.nlm.nih.gov/traces/sra33/SRR/000747/SRR765537,SRX243344,,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,SRP018753,PRJNA189400,2,189400,SRS395223,SAMN01921570,simple,381124,Zea mays subsp. mays,PAN412,,,,,,,no,,,,,MSU-BUELL,SRA066610,,public,5769C27B6CF145550070DF1C9C1CE2BD,8365760822C8265D1322C17C1682A5B9
SRR765538,2015-07-22 17:06:44,2015-08-30 19:20:18,9948074,1989614800,9948074,200,1242,,https://sra-download.ncbi.nlm.nih.gov/traces/sra33/SRR/000747/SRR765538,SRX243345,,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,SRP018753,PRJNA189400,2,189400,SRS395224,SAMN01921571,simple,381124,Zea mays subsp. mays,PAN413,,,,,,,no,,,,,MSU-BUELL,SRA066610,,public,5EF378555A5D7C1FC462EA572F062532,62F71F9E88E3C6BB3B8A8DAFCEEAF78E
SRR765539,2015-07-22 17:06:40,2015-08-30 19:13:41,5575165,1115033000,5575165,200,663,,https://sra-download.ncbi.nlm.nih.gov/traces/sra33/SRR/000747/SRR765539,SRX243346,,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,SRP018753,PRJNA189400,2,189400,SRS395225,SAMN01921572,simple,381124,Zea mays subsp. mays,PAN414,,,,,,,no,,,,,MSU-BUELL,SRA066610,,public,CA886C68C94B340C7B159496B213F97E,B888D92F94125610A5F8A4C8F1F8DB82
SRR765540,2015-07-22 17:06:33,2015-08-30 19:14:42,9025308,1805061600,9025308,200,1157,,https://sra-download.ncbi.nlm.nih.gov/traces/sra33/SRR/000747/SRR765540,SRX243347,,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,SRP018753,PRJNA189400,2,189400,SRS395226,SAMN01921573,simple,381124,Zea mays subsp. mays,PAN415,,,,,,,no,,,,,MSU-BUELL,SRA066610,,public,28B29E7668DC35A1050A3D90ED0FE160,03A43DD387B43B1B156521FE5AFEC14E
SRR765541,2015-07-22 17:06:40,2015-08-30 19:18:23,11399731,2279946200,11399731,200,1393,,https://sra-download.ncbi.nlm.nih.gov/traces/sra33/SRR/000747/SRR765541,SRX243348,,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,SRP018753,PRJNA189400,2,189400,SRS395227,SAMN01921574,simple,381124,Zea mays subsp. mays,PAN416,,,,,,,no,,,,,MSU-BUELL,SRA066610,,public,46AE48D62A5A1797E75C2524637DE373,3745E5AF87EE5129E782498B1C9D4C09
SRR765542,2015-07-22 17:06:33,2015-08-30 19:14:48,9803643,1960728600,9803643,200,1253,,https://sra-download.ncbi.nlm.nih.gov/traces/sra33/SRR/000747/SRR765542,SRX243349,,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,SRP018753,PRJNA189400,2,189400,SRS395228,SAMN01921575,simple,381124,Zea mays subsp. mays,PAN417,,,,,,,no,,,,,MSU-BUELL,SRA066610,,public,A01695439C82A3C2F86FE604D8A575B8,569DC7BC40C6DCA50AF620E30553B512
