SampleID	Tissue	Genotype	Treatment	Replicate	MergeID	paired	spots	avgLength
s01	leaf_v3	B73	control_polysomal	1	m01	TRUE	12531124	102
s02	leaf_v3	B73	control_polysomal	2	m01	TRUE	9815155	102
s03	leaf_v3	B73	control_polysomal	3	m01	TRUE	24467052	102
s04	leaf_v3	B73	control_polysomal	4	m01	TRUE	16516709	102
s05	leaf_v3	B73	control_total	1	m02	TRUE	8560309	102
s06	leaf_v3	B73	control_total	2	m02	TRUE	16281555	102
s07	leaf_v3	B73	control_total	3	m02	TRUE	9666201	102
s08	leaf_v3	B73	control_total	4	m02	TRUE	6175718	102
s09	leaf_v3	B73	recovery_polysomal	1	m03	TRUE	12519407	102
s10	leaf_v3	B73	recovery_polysomal	2	m03	TRUE	17056167	102
s11	leaf_v3	B73	recovery_polysomal	3	m03	TRUE	8565399	102
s12	leaf_v3	B73	recovery_polysomal	4	m03	TRUE	23520699	102
s13	leaf_v3	B73	recovery_total	1	m04	TRUE	10062981	102
s14	leaf_v3	B73	recovery_total	2	m04	TRUE	8844781	102
s15	leaf_v3	B73	recovery_total	3	m04	TRUE	10693521	102
s16	leaf_v3	B73	recovery_total	4	m04	TRUE	9384011	102
s17	leaf_v3	B73	submergence_polysomal	1	m05	TRUE	13798476	102
s18	leaf_v3	B73	submergence_polysomal	2	m05	TRUE	9812999	102
s19	leaf_v3	B73	submergence_polysomal	3	m05	TRUE	9944303	102
s20	leaf_v3	B73	submergence_polysomal	4	m05	TRUE	6809732	102
s21	leaf_v3	B73	submergence_total	1	m06	TRUE	20642071	102
s22	leaf_v3	B73	submergence_total	2	m06	TRUE	9767381	102
s23	leaf_v3	B73	submergence_total	3	m06	TRUE	6489680	102
s24	leaf_v3	B73	submergence_total	4	m06	TRUE	10132720	102
s25	coleoptile	B73	hypoxia_polysomal	1	m07	TRUE	21951266	102
s26	coleoptile	B73	hypoxia_polysomal	2	m07	TRUE	13001738	102
s27	coleoptile	B73	hypoxia_total	1	m08	TRUE	13540463	102
s28	coleoptile	B73	hypoxia_total	2	m08	TRUE	16745622	102
s29	coleoptile	B73	normoxia_polysomal	1	m09	TRUE	10014828	102
s30	coleoptile	B73	normoxia_polysomal	2	m09	TRUE	22718290	102
s31	coleoptile	B73	normoxia_total	1	m10	TRUE	38028953	102
s32	coleoptile	B73	normoxia_total	2	m10	TRUE	16009484	102
s33	coleoptile	B73	recovery_polysomal	1	m11	TRUE	15874655	102
s34	coleoptile	B73	recovery_polysomal	2	m11	TRUE	11814117	102
s35	coleoptile	B73	recovery_total	1	m12	TRUE	17488766	102
s36	coleoptile	B73	recovery_total	2	m12	TRUE	15371216	102
s37	root	B73	hypoxia_polysomal	1	m13	TRUE	15972014	102
s38	root	B73	hypoxia_polysomal	2	m13	TRUE	21403968	102
s39	root	B73	hypoxia_total	1	m14	TRUE	11079194	102
s40	root	B73	hypoxia_total	2	m14	TRUE	11282652	102
s41	root	B73	normoxia_polysomal	1	m15	TRUE	11981618	102
s42	root	B73	normoxia_polysomal	2	m15	TRUE	11730310	102
s43	root	B73	normoxia_total	1	m16	TRUE	22446384	102
s44	root	B73	normoxia_total	2	m16	TRUE	12320410	102
s45	root	B73	recovery_polysomal	1	m17	TRUE	27173022	102
s46	root	B73	recovery_polysomal	2	m17	TRUE	16670535	102
s47	root	B73	recovery_total	1	m18	TRUE	12244109	102
s48	root	B73	recovery_total	2	m18	TRUE	12284104	102
