SampleID	Tissue	Genotype	Treatment	Replicate	paired	spots	avgLength
SRR1573504	leaf primordia	B73	B-3	1	TRUE	63977333	200
SRR1573505	leaf primordia	B73	B-4	1	TRUE	29211801	200
SRR1573506	leaf primordia	B73	B-5	1	TRUE	29382758	200
SRR1573507	leaf primordia	B73	L-3	1	TRUE	49014948	200
SRR1573508	leaf primordia	B73	L-4	1	TRUE	25041155	200
SRR1573509	leaf primordia	B73	L-5	1	TRUE	64064340	200
SRR1573510	leaf primordia	B73	S-3	1	TRUE	20690979	200
SRR1573511	leaf primordia	B73	S-4	1	TRUE	21464235	200
SRR1573512	leaf primordia	B73	S-5	1	TRUE	14178336	200
SRR1573513	leaf primordia	B73	wtL-1	1	TRUE	42029948	202
SRR1573514	leaf primordia	B73	wtL-2	1	TRUE	20089168	202
SRR1573515	leaf primordia	B73	wtL-3	1	TRUE	32186310	202
SRR1573516	leaf primordia	B73	lg1-1	1	TRUE	24548838	202
SRR1573517	leaf primordia	B73	lg1-2	1	TRUE	19842178	202
SRR1573518	leaf primordia	B73	lg1-3	1	TRUE	50617400	202
SRR1573519	leaf primordia	B73	B_L1.1	1	TRUE	40182222	202
SRR1573520	leaf primordia	B73	B_L1.2	1	TRUE	14492909	202
SRR1573521	leaf primordia	B73	B_L1.3	1	TRUE	18869666	202
SRR1573522	leaf primordia	B73	L_L1.1	1	TRUE	14809832	202
SRR1573523	leaf primordia	B73	L_L1.2	1	TRUE	4724584	202
SRR1573524	leaf primordia	B73	L_L1.3	1	TRUE	28224925	202
SRR1573525	leaf primordia	B73	S_L1.1	1	TRUE	7951683	202
SRR1573526	leaf primordia	B73	S_L1.2	1	TRUE	22979235	202
SRR1573527	leaf primordia	B73	S_L1.3	1	TRUE	14169987	202
