SampleID	Tissue	Genotype	Treatment	Replicate	paired	spots	avgLength
SRR7611182	pericarp_2	B73	WT	1	FALSE	28900537	51
SRR7611183	pericarp_2	B73	WT	2	FALSE	30100676	51
SRR7611184	pericarp_2	B73	WT	3	FALSE	29487044	51
SRR7611185	pericarp_2	B73	sil	1	FALSE	31834484	51
SRR7611186	pericarp_2	B73	sil	2	FALSE	30614775	51
SRR7611187	pericarp_2	B73	sil	3	FALSE	32582442	51
SRR7611188	pericarp_2	B73	Ufo1	1	FALSE	35044786	51
SRR7611189	pericarp_2	B73	Ufo1	2	FALSE	36321282	51
SRR7611190	pericarp_2	B73	Ufo1	3	FALSE	29483029	51
SRR7611191	seedling	B73	Ufo1	1	FALSE	50839163	51
SRR7611192	seedling	B73	Ufo1	2	FALSE	41298146	51
SRR7611193	seedling	B73	Ufo1	3	FALSE	41101040	51
SRR7611194	seedling	B73	Ufo1	4	FALSE	23970180	51
SRR7611195	seedling	B73	Ufo1	5	FALSE	45191708	51
SRR7611196	seedling	B73	WT	1	FALSE	45356618	51
SRR7611197	seedling	B73	WT	2	FALSE	29578859	51
SRR7611198	seedling	B73	WT	3	FALSE	42194269	51
SRR7611199	seedling	B73	WT	4	FALSE	35828120	51
SRR7611200	seedling	B73	WT	5	FALSE	37062590	51
SRR7611201	leaf	B73	WT	1	FALSE	186267750	51
SRR7611202	leaf	B73	WT	2	FALSE	54056841	50
SRR7611203	leaf	B73	Ufo1	1	FALSE	38284634	51
SRR7611204	leaf	B73	Ufo1	2	FALSE	48163845	50
SRR7611205	pericarp_1	B73	WT	1	FALSE	38564517	50
SRR7611206	pericarp_1	B73	WT	2	FALSE	53325609	50
SRR7611207	pericarp_1	B73	Ufo1	1	FALSE	50499454	50
SRR7611208	pericarp_1	B73	Ufo1	2	FALSE	44554024	50
