SampleID	Tissue	Genotype	Treatment	Replicate	MergeID	paired	spots	avgLength
s01	Above	bZIP76-m1	EM601	2	m01	TRUE	28870173	302
s02	Below	bZIP76-m1	EM601	1	m02	TRUE	29587947	302
s03	Below	bZIP76-m1	EM649	3	m03	TRUE	27842398	302
s04	Above	C3H42-m1	EM604	2	m04	TRUE	28980563	302
s05	Below	C3H42-m1	EM604	1	m05	TRUE	29064400	302
s06	Above	BAF60.21-m1	EM596	3	m06	TRUE	29031508	302
s07	Above	BAF60.21-m2	EM597	3	m07	TRUE	26812011	302
s08	Below	BAF60.21-m2	EM597	1	m08	TRUE	31378563	302
s09	Below	BAF60.21-m2	EM597	2	m08	TRUE	39827196	302
s10	Below	BAF60.21-m1	EM596	1	m09	TRUE	27995615	302
s11	Below	BAF60.21-m1	EM596	2	m09	TRUE	32805967	302
s12	Below	C3H42-m1	EM652	3	m10	TRUE	34233159	302
s13	Below	W22	EM642	3	m11	TRUE	31425553	302
s14	Above	W22	EM608	2	m12	TRUE	33325442	302
s15	Below	W22	EM608	1	m13	TRUE	32326084	302
s16	Below	BSD10-m1	EM599	1	m14	TRUE	28746627	302
s17	Below	BSD10-m1	EM647	3	m15	TRUE	30240539	302
s18	Above	BSD10-m1	EM599	2	m16	TRUE	33339180	302
s19	Above	JMJ13-m7	EM619	3	m17	TRUE	29567507	302
s20	Below	JMJ13-m7	EM619	2	m18	TRUE	30909868	302
s21	Below	JMJ13-m7	EM619	1	m18	TRUE	28245856	302
s22	Above	JMJ13-m4	EM618	3	m19	TRUE	30360244	302
s23	Below	JMJ13-m4	EM618	2	m20	TRUE	30978038	302
s24	Below	JMJ13-m4	EM618	1	m20	TRUE	29300634	302
