1	25375937	25385928
1	25387405	25436105
1	25436121	25438108
1	25438108	25438442
1	25439339	25454996
1	25461566	25461584
1	25461691	25461707
1	25470570	25470589
1	25470665	25470685
1	25476628	25507863
1	25507867	25517031
1	25517033	25524946
1	25524965	25531348
1	25532213	25541240
1	25541503	25545122
1	25545150	25583630
1	25583702	25611453
1	25611578	25614358
1	301188690	301189215
1	25614707	25615798
1	25615799	25616731
1	25616741	25623190
1	25623296	25628893
1	25628904	25643778
1	25643780	25646039
1	25646051	25650411
1	25650499	25670238
1	25670240	25676429
1	25676897	25679703
1	25679738	25684559
1	25684634	25696477
1	25696481	25701566
1	25701576	25703577
1	25703712	25707927
1	25707929	25708491
1	25708491	25708872
1	25708963	25709766
1	25709768	25734842
1	25735371	25784740
1	25796442	25798778
1	25798781	25800577
1	25800910	25807423
1	25807633	25808722
1	25882664	25882782
1	25831948	25839712
1	25827575	25829365
1	25824947	25827477
1	25820122	25824945
1	25819231	25820121
1	25816849	25819229
1	25816270	25816849
1	25810753	25816140
4	56631552	56633128
4	56623924	56623945
4	56623744	56623763
4	56622983	56623004
4	56621874	56622341
4	56621611	56621871
4	56620874	56621610
1	25857110	25860340
1	25860340	25865943
1	25865944	25867399
1	25867401	25872082
1	25872185	25881917
1	25840459	25845761
1	25845799	25845816
1	25845914	25845923
1	25845924	25845935
1	25845993	25847123
1	25847127	25853550
1	25854825	25856144
4	56610318	56612387
4	56588925	56610152
1	25885091	25885949
1	25888335	25891200
1	25892254	25895320
1	25898002	25905563
1	25907320	25907531
1	25883724	25884680
1	25907716	25909715
1	25909750	25911205
1	25911208	25911249
1	25911254	25915163
1	25915166	25928694
1	25928695	25936066
1	25936077	25939873
1	25940048	25943913
1	26020745	26022366
1	25944220	25960500
1	25960503	25966592
1	25966592	25966689
1	25966727	25966769
1	25966770	25967806
1	25967807	25973870
1	25973879	25974557
1	25974559	25974638
1	25974641	25975145
1	25975145	25975248
1	25983223	25984105
1	25975272	25976286
1	25976454	25976858
1	25977153	25978737
1	25978755	25978841
1	25978843	25980187
1	25980326	25981186
1	25982083	25982797
1	25987238	25988142
1	25988265	25993297
1	25993302	25995125
1	25995127	25997775
1	25997777	26000868
1	26000872	26017373
1	26017613	26020510
1	26022920	26023728
1	26023728	26024864
1	26025344	26030542
1	26030542	26049139
1	26049141	26049530
1	26050175	26050819
1	26050901	26056115
1	26056663	26058466
1	26058469	26059211
1	26059216	26082933
1	26082948	26086726
1	26103529	26105717
1	26105717	26111833
1	26111836	26117873
1	26117874	26117917
1	26117918	26118080
1	26118084	26120515
1	26120518	26150483
1	26150795	26152372
1	26153936	26165114
1	26165126	26166071
1	26166071	26167530
1	26086726	26090624
1	26090674	26093422
1	26094136	26094801
1	26094852	26096049
1	26096049	26102204
1	26167688	26170508
1	26170510	26194977
1	26196761	26198987
1	26201012	26205909
1	26205911	26205985
1	26205987	26206723
1	26102381	26103028
1	26206979	26208198
1	26208255	26208765
1	26208805	26210564
1	26210566	26213811
1	26213813	26230694
1	26230696	26249300
1	26249301	26253629
1	26253637	26265547
1	26265557	26281938
1	26281950	26296895
1	32272991	32300019
1	32300021	32307486
1	32307491	32308200
1	32308203	32311297
1	32311303	32318378
1	32318380	32323696
1	32323787	32337917
1	32337921	32372976
1	32372978	32374703
1	32374705	32376694
1	32376698	32379817
