Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR445387,2012-03-23 15:26:32,2012-08-11 22:02:10,27514996,5558029192,27514996,202,3311,,https://sra-download.ncbi.nlm.nih.gov/traces/sra3/SRR/000434/SRR445387,SRX129695,B97-tassel,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300533,SAMN00828625,simple,4577,Zea mays,B97 RNA-Seq (NSF-CNV),,,,,,,no,,,,,,SRA050790,,public,A1255861AF26DCC39EC35BCC70EA2199,AE69CB52721E017986B9F0EABCFEA0CB
SRR445388,2012-03-23 15:26:32,2012-08-11 22:01:48,24803338,5010274276,24803338,202,2812,,https://sra-download.ncbi.nlm.nih.gov/traces/sra3/SRR/000434/SRR445388,SRX129698,CML103-ear,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300536,SAMN00828628,simple,4577,Zea mays,CML103 RNA-Seq (NSF-CNV),,,,,,,no,,,,,,SRA050790,,public,A9E72E3BEA106BAE083903BA0D62FFAE,DE03EAA24E13DA1D2A64F6032692F2CD
SRR445389,2012-03-23 15:26:32,2012-08-11 22:01:53,20852030,4212110060,20852030,202,2766,,https://sra-download.ncbi.nlm.nih.gov/traces/sra3/SRR/000434/SRR445389,SRX129699,CML103-root,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300536,SAMN00828628,simple,4577,Zea mays,CML103 RNA-Seq (NSF-CNV),,,,,,,no,,,,,,SRA050790,,public,A6E93CCF46A41DCE3E153D65AF74FC0D,D0CF36693BBB574D5F215DBDA4EE0C5F
SRR445390,2012-03-23 15:26:32,2012-08-11 22:01:51,21294309,4301450418,21294309,202,2831,,https://sra-download.ncbi.nlm.nih.gov/traces/sra3/SRR/000434/SRR445390,SRX129700,CML103-shoot,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300536,SAMN00828628,simple,4577,Zea mays,CML103 RNA-Seq (NSF-CNV),,,,,,,no,,,,,,SRA050790,,public,0494BA092313D9237CC39F43AD1269A0,89071C3AB524DD45899160C06BF3EB7F
SRR445391,2012-03-23 15:26:32,2012-08-11 22:02:19,24456729,4940259258,24456729,202,2933,,https://sra-download.ncbi.nlm.nih.gov/traces/sra3/SRR/000434/SRR445391,SRX129703,CML103-tassel,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300536,SAMN00828628,simple,4577,Zea mays,CML103 RNA-Seq (NSF-CNV),,,,,,,no,,,,,,SRA050790,,public,4A63EF245E21A1894F5920FE09DFD8F4,8E4617F8F7C328FF13A8B1DB94820705
SRR445392,2012-03-23 15:26:32,2012-08-11 22:02:17,24020810,4852203620,24020810,202,2721,,https://sra-download.ncbi.nlm.nih.gov/traces/sra3/SRR/000434/SRR445392,SRX129708,CML228-ear,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300543,SAMN00828635,simple,4577,Zea mays,CML228 RNA-Seq (NSF-CNV),,,,,,,no,,,,,,SRA050790,,public,5819F9B42EF80229D5BD072AA315D266,607FAE4D3213BEAA19D6A761CC1B1D33
SRR445393,2012-03-23 15:26:32,2012-08-11 22:02:20,24668182,4982972764,24668182,202,3271,,https://sra-download.ncbi.nlm.nih.gov/traces/sra3/SRR/000434/SRR445393,SRX129709,CML228-root,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300543,SAMN00828635,simple,4577,Zea mays,CML228 RNA-Seq (NSF-CNV),,,,,,,no,,,,,,SRA050790,,public,7400FD2BF20D20F10360F1FEA76F65D9,E278E32D9A3DCB64A2F8DA7ACB0A0504
SRR445394,2012-03-23 15:26:32,2012-08-11 22:02:18,24579677,4965094754,24579677,202,3256,,https://sra-download.ncbi.nlm.nih.gov/traces/sra3/SRR/000434/SRR445394,SRX129710,CML228-shoot,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300543,SAMN00828635,simple,4577,Zea mays,CML228 RNA-Seq (NSF-CNV),,,,,,,no,,,,,,SRA050790,,public,9567A7C1CCDEB3F7CAD8CA74D0AAA043,814A55E52BCA31EB4AE5DDE9F456DD21
SRR445395,2012-03-23 15:26:32,2012-08-11 22:02:26,22889863,4623752326,22889863,202,3081,,https://sra-download.ncbi.nlm.nih.gov/traces/sra3/SRR/000434/SRR445395,SRX129711,CML228-tassel,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300543,SAMN00828635,simple,4577,Zea mays,CML228 RNA-Seq (NSF-CNV),,,,,,,no,,,,,,SRA050790,,public,530B7FA8CE54FE2E9F57219D832158FF,E60EC0F3EC66F5EAEF29D7A6AA125160
SRR445397,2012-03-23 15:26:32,2012-08-11 22:02:43,27966339,5649200478,27966339,202,3182,,https://sra-download.ncbi.nlm.nih.gov/traces/sra3/SRR/000434/SRR445397,SRX129712,CML247-ear,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300544,SAMN00828636,simple,4577,Zea mays,CML247 RNA-Seq (NSF-CNV),,,,,,,no,,,,,,SRA050790,,public,30B7D716995B8F1A5CA8D08CE0C9F71C,322C388556FE5E0B01D382D359CF2A29
