Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR1119927,2014-01-20 10:18:17,2014-01-16 08:53:49,67355300,3367765000,0,50,2823,,https://sra-download.ncbi.nlm.nih.gov/traces/sra16/SRR/001093/SRR1119927,SRX434340,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ABI_SOLID,AB SOLiD 4 System,SRP035459,PRJNA235264,2,235264,SRS534485,SAMN02585248,simple,4577,Zea mays,GSM1308527,,,,,,,no,,,,,GEO,SRA127751,,public,ADEF924E202FC6E3A1D2BE6FC0F8DCF6,F3D2D7CE3E76A93CDFF569733FECE81B
SRR1119928,2014-01-20 10:18:17,2014-01-16 09:03:16,96856232,4842811600,0,50,4059,,https://sra-download.ncbi.nlm.nih.gov/traces/sra16/SRR/001093/SRR1119928,SRX434341,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ABI_SOLID,AB SOLiD 4 System,SRP035459,PRJNA235264,2,235264,SRS534486,SAMN02585250,simple,4577,Zea mays,GSM1308528,,,,,,,no,,,,,GEO,SRA127751,,public,451300E535383ED390AFBDDB9C289CD7,C7638469188F2886B35154A96257D226
SRR1119929,2014-01-20 10:18:17,2014-01-16 08:56:16,74198460,3709923000,0,50,3110,,https://sra-download.ncbi.nlm.nih.gov/traces/sra16/SRR/001093/SRR1119929,SRX434342,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ABI_SOLID,AB SOLiD 4 System,SRP035459,PRJNA235264,2,235264,SRS534487,SAMN02585256,simple,4577,Zea mays,GSM1308529,,,,,,,no,,,,,GEO,SRA127751,,public,30CA14DF3689C9541554E1483D92F889,C5F232258F6651DC9F3B17323E7DE52A
SRR1119930,2014-01-20 10:18:17,2014-01-16 09:03:01,94008923,4700446150,0,50,3932,,https://sra-download.ncbi.nlm.nih.gov/traces/sra16/SRR/001093/SRR1119930,SRX434343,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ABI_SOLID,AB SOLiD 4 System,SRP035459,PRJNA235264,2,235264,SRS534488,SAMN02585254,simple,4577,Zea mays,GSM1308530,,,,,,,no,,,,,GEO,SRA127751,,public,8E1BEE409D755A1ABE827B7104EA48DC,DB465E8ADB1E6ECCBA07B5713EDA578D
SRR1119931,2014-01-20 10:18:17,2014-01-16 09:02:44,76865515,3843275750,0,50,3222,,https://sra-download.ncbi.nlm.nih.gov/traces/sra16/SRR/001093/SRR1119931,SRX434344,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ABI_SOLID,AB SOLiD 4 System,SRP035459,PRJNA235264,2,235264,SRS534489,SAMN02585249,simple,4577,Zea mays,GSM1308531,,,,,,,no,,,,,GEO,SRA127751,,public,3A44A70ABE77DB6A1F612BB4D187E7A2,BFDD0680F156B7B54CC618C49C9CCC90
SRR1119932,2014-01-20 10:18:17,2014-01-16 11:20:30,91359186,4567959300,0,50,3781,,https://sra-download.ncbi.nlm.nih.gov/traces/sra16/SRR/001093/SRR1119932,SRX434345,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ABI_SOLID,AB SOLiD 4 System,SRP035459,PRJNA235264,2,235264,SRS534490,SAMN02585252,simple,4577,Zea mays,GSM1308532,,,,,,,no,,,,,GEO,SRA127751,,public,35C554B73E6D1B9CE85E5D80D44AA168,DF14CE8A14D02FF908EF5A55974EEF6D
SRR1119933,2014-01-20 10:18:17,2014-01-16 09:03:50,60762026,3038101300,0,50,2549,,https://sra-download.ncbi.nlm.nih.gov/traces/sra16/SRR/001093/SRR1119933,SRX434346,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ABI_SOLID,AB SOLiD 4 System,SRP035459,PRJNA235264,2,235264,SRS534491,SAMN02585255,simple,4577,Zea mays,GSM1308533,,,,,,,no,,,,,GEO,SRA127751,,public,3BAFA8185675119508EF86A2738F7238,5FFB0611755E5B5C286871B25043DFDC
SRR1119934,2014-01-20 10:18:17,2014-01-16 08:54:25,70210683,3510534150,0,50,2945,,https://sra-download.ncbi.nlm.nih.gov/traces/sra16/SRR/001093/SRR1119934,SRX434347,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ABI_SOLID,AB SOLiD 4 System,SRP035459,PRJNA235264,2,235264,SRS534492,SAMN02585251,simple,4577,Zea mays,GSM1308534,,,,,,,no,,,,,GEO,SRA127751,,public,2FAFA9040A189F742DDC2BB20138746D,973EB689529A56F4015F17DE38FDCA4E
SRR1119935,2014-01-20 10:18:17,2014-01-16 08:51:39,39991400,1999570000,0,50,1670,,https://sra-download.ncbi.nlm.nih.gov/traces/sra16/SRR/001093/SRR1119935,SRX434348,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ABI_SOLID,AB SOLiD 4 System,SRP035459,PRJNA235264,2,235264,SRS534495,SAMN02585253,simple,4577,Zea mays,GSM1308535,,,,,,,no,,,,,GEO,SRA127751,,public,38AA8F56C2AACAC797630767C4A95534,7AC65019E521B33676721FB418DABBC6

