SampleID	Tissue	Genotype	Treatment	Replicate	MergeID	paired	spots	avgLength
SRR5878412		B73	stem silking stage	1	m01	TRUE	11665808	200
SRR5878413		B73	stem silking stage	2	m01	TRUE	14016952	200
SRR5878414		B73	bract	1	m02	TRUE	14668465	200
SRR5878415		B73	bract	2	m02	TRUE	12430725	200
SRR5878416		B73	root	1	m03	TRUE	12900354	200
SRR5878417		B73	root	2	m03	TRUE	14685743	200
SRR5878418		B73	endosperm 12DAP	1	m04	TRUE	9740901	200
SRR5878419		B73	endosperm 12DAP	2	m04	TRUE	11096673	200
SRR5878420		B73	seedling 14D	1	m05	TRUE	8753156	200
SRR5878421		B73	seedling 14D	2	m05	TRUE	8142489	200
SRR5878422		Mo17	stem silking stage	1	m06	TRUE	13952202	200
SRR5878423		Mo17	stem silking stage	2	m06	TRUE	11314242	200
SRR5878424		Mo17	root	1	m07	TRUE	13344245	200
SRR5878425		Mo17	root	2	m07	TRUE	13248270	200
SRR5878426		Mo17	bract	1	m08	TRUE	10600228	200
SRR5878427		Mo17	bract	2	m08	TRUE	13642850	200
SRR5878428		Mo17	seedling 14D	1	m09	TRUE	8854175	200
SRR5878429		Mo17	seedling 14D	2	m09	TRUE	8251535	200
SRR5878430		Mo17	endosperm 12DAP	1	m10	TRUE	8416795	200
SRR5878431		Mo17	endosperm 12DAP	2	m10	TRUE	11014392	200
