SampleID	Tissue	Genotype	Treatment	Replicate	MergeID	paired	spots	avgLength
s01	glume	B73	""	1	m1	FALSE	52216700	50
s02	glume	B73	""	2	m1	FALSE	38705148	50
s03	glume	B73	""	3	m1	FALSE	47578670	50
s04	glume	B73xMo17	""	1	m2	FALSE	41885669	50
s05	glume	B73xMo17	""	2	m2	FALSE	42526247	50
s06	glume	B73xMo17	""	3	m2	FALSE	42180789	50
s07	glume	Mo17	""	1	m3	FALSE	45177597	50
s08	glume	Mo17	""	2	m3	FALSE	38820767	50
s09	glume	Mo17	""	3	m3	FALSE	44461844	50
s10	pericarp	B73	""	1	m4	FALSE	48076496	50
s11	pericarp	B73	""	2	m4	FALSE	40880475	50
s12	pericarp	B73	""	3	m4	FALSE	42989509	50
s13	pericarp	B73xMo17	""	1	m5	FALSE	50141401	50
s14	pericarp	B73xMo17	""	2	m5	FALSE	46079733	50
s15	pericarp	B73xMo17	""	3	m5	FALSE	46920776	50
s16	pericarp	Mo17	""	1	m6	FALSE	44041724	50
s17	pericarp	Mo17	""	2	m6	FALSE	45236611	50
s18	pericarp	Mo17	""	3	m6	FALSE	43286031	50
s19	silk	B73	""	1	m7	FALSE	42721809	50
s20	silk	B73	""	2	m7	FALSE	45998484	50
s21	silk	B73	""	3	m7	FALSE	37820014	50
s22	silk	B73xMo17	""	1	m8	FALSE	46781622	50
s23	silk	B73xMo17	""	2	m8	FALSE	52574486	50
s24	silk	B73xMo17	""	3	m8	FALSE	47179680	50
s25	silk	Mo17	""	1	m9	FALSE	44832828	50
s26	silk	Mo17	""	2	m9	FALSE	44979871	50
s27	silk	Mo17	""	3	m9	FALSE	42638930	50
